first_block_height_in_kth_adjustment_list,last_block_height_in_kth_adjustment,total_t,avg_t_min,avg_t_sec,block_difficulty,estimated_hash_rate
604800,606815,20322.683333333305,10.080696097883584,604.841765873015,12973235968799.78,9.212264653857274e+19
606816,608831,20070.93333333329,9.955820105820084,597.349206349205,12876842089682.48,9.25850659264313e+19
608832,610847,18924.183333333356,9.386995701058213,563.2197420634927,12948593420946.38,9.874260633764508e+19
610848,612863,18845.800000000014,9.348115079365087,560.8869047619053,13798783827516.42,1.05663592358097e+20
612864,614879,19262.86666666665,9.554993386243378,573.2996031746027,14776367535688.64,1.1069956261618131e+20
614880,616895,20055.916666666693,9.948371362433877,596.9022817460326,15466098935554.65,1.1128519886136145e+20
616896,618911,20248.816666666644,10.044055886243376,602.6433531746026,15546745765529.37,1.1079980268666333e+20
618912,620927,18862.099999999977,9.356200396825384,561.3720238095231,15486913440292.87,1.1848789024194396e+20
620928,622943,24000.966666666693,11.905241402116415,714.3144841269849,16552923967337.23,9.952796516477949e+19
622944,624959,19060.716666666678,9.454720568783074,567.2832341269844,13912524048945.91,1.053333365069282e+20
624960,626975,18611.233333333326,9.231762566137563,553.9057539682537,14715214060656.53,1.1410129375146633e+20
626976,628991,19999.133333333273,9.920205026454997,595.2123015872999,15958652328578.42,1.1515536499614081e+20
628992,631007,21450.383333333313,10.640071097883588,638.4042658730153,16104807485529.38,1.083476805471146e+20
631008,633023,22257.75000000008,11.040550595238136,662.4330357142882,15138043247082.88,9.81493934727269e+19
633024,635039,17539.016666666677,8.699909060846567,521.994543650794,13732352106018.34,1.1298969291901675e+20
635040,637055,20162.19999999998,10.00109126984126,600.0654761904756,15784744305477.41,1.1297927185903945e+20
637056,639071,18371.93333333335,9.113062169312178,546.7837301587307,15784217546288.15,1.2398448310555406e+20
639072,641087,20803.650000000027,10.319270833333347,619.1562500000008,17345948872516.06,1.2032549639213762e+20
641088,643103,20045.98333333335,9.943444113756623,596.6066468253974,16847561611550.27,1.2128548437062623e+20
643104,645119,19466.333333333347,9.655919312169319,579.3551587301591,16947802333946.61,1.2564012879926043e+20
645120,647135,20421.01666666665,10.129472552910043,607.7683531746026,17557993035167.3,1.24078533335175e+20
647136,649151,18113.13333333328,8.984689153439128,539.0813492063477,17345997805929.09,1.381989812903658e+20
649152,651167,20199.016666666623,10.019353505290983,601.161210317459,19314656404097.0,1.3799263186869055e+20
651168,653183,19462.066666666622,9.653802910052887,579.2281746031732,19298087186262.61,1.4309499602145303e+20
653184,655199,24043.01666666666,11.926099537037034,715.5659722222221,19997335994446.11,1.2002793234639282e+20
655200,657215,19243.366666666654,9.545320767195761,572.7192460317457,16787779609932.66,1.2589582923343869e+20
657216,659231,18518.63333333331,9.185830026455015,551.1498015873009,17596801059571.43,1.371273015928068e+20
659232,661247,20687.66666666664,10.261739417989403,615.7043650793642,19157154724710.14,1.3363451307745098e+20
661248,663263,20253.59999999999,10.046428571428567,602.785714285714,18670168558399.59,1.3302863931364763e+20
663264,665279,18196.96666666669,9.026273148148158,541.5763888888895,18599593048299.49,1.4750392650102124e+20
665280,667295,19957.216666666656,9.899413029100524,593.9647817460315,20607418304385.63,1.4901251790072047e+20
667296,669311,19587.01666666667,9.715782076719579,582.9469246031747,20823531150111.52,1.534211460809192e+20
669312,671327,19893.76666666669,9.867939814814825,592.0763888888895,21434395961348.92,1.554867435877169e+20
671328,673343,20423.716666666656,10.130811838624334,607.84871031746,21724134900047.27,1.5349946022072713e+20
673344,675359,19783.849999999948,9.813417658730133,588.8050595238079,21448277761059.71,1.5645186815102557e+20
675360,677375,19054.80000000002,9.451785714285725,567.1071428571435,21865558044610.55,1.6559808475917713e+20
677376,679391,19801.44999999999,9.822147817460312,589.3288690476187,23137439666472.05,1.6862324569516546e+20
679392,681407,23070.116666666676,11.443510251322756,686.6106150793654,23581981443663.85,1.475127777680916e+20
681408,683423,16605.066666666666,8.23664021164021,494.19841269841265,20608845737768.16,1.7910684489802197e+20
683424,685439,23993.900000000034,11.901736111111129,714.1041666666678,25046487590083.27,1.5064167120213882e+20
685440,687455,21317.266666666634,10.574041005290988,634.4424603174593,21047730572451.55,1.4248623022246207e+20
687456,689471,27978.666666666653,13.878306878306871,832.6984126984123,19932791027262.74,1.0281115500468989e+20
689472,691487,21187.116666666658,10.509482473544969,630.5689484126981,14363025673659.96,9.78302621707968e+19
691488,693503,19014.45,9.431770833333333,565.90625,13672594272814.14,1.0376868121391774e+20
693504,695519,18795.599999999966,9.323214285714268,559.3928571428561,14496442856349.12,1.1130236502189028e+20
695520,697535,17815.2,8.836904761904762,530.2142857142858,15556093717702.55,1.2601115354905146e+20
697536,699551,19287.966666666674,9.567443783068788,574.0466269841272,17615033039278.88,1.3179415619796718e+20
699552,701567,19567.283333333296,9.705993716931198,582.3596230158719,18415156832118.24,1.3581383945380975e+20
701568,703583,19274.549999999956,9.56078869047617,573.6473214285702,18997641161758.95,1.4223765097987673e+20
703584,705599,19977.99999999998,9.909722222222213,594.5833333333328,19893045048575.13,1.4369722982730482e+20
705600,707615,18693.049999999996,9.272346230158728,556.3407738095237,20082460130830.84,1.5503718861827165e+20
707616,709631,19259.0,9.553075396825397,573.1845238095239,21659344833264.85,1.6229708557618495e+20
709632,711647,20483.75,10.160590277777779,609.6354166666667,22674148233453.11,1.597425649248078e+20
711648,713663,18619.683333333367,9.23595403439155,554.1572420634931,22335659268936.39,1.7311138213671436e+20
713664,715679,20176.31666666666,10.00809358465608,600.4856150793648,24195286980613.62,1.7305654571814427e+20
715680,717695,20084.000000000007,9.96230158730159,597.7380952380954,24272331996979.97,1.7440560164256917e+20
717696,719711,18446.016666666706,9.149809854497374,548.9885912698425,24371874614345.62,1.9067136562656877e+20
719712,721727,20125.433333333356,9.982853835978847,598.9712301587308,26643185256535.46,1.910469210812749e+20
721728,723743,19241.599999999977,9.544444444444434,572.6666666666661,26690525287405.5,2.0017741540593903e+20
723744,725759,20465.83333333334,10.151703042328045,609.1021825396826,27967152532434.23,1.972050157302186e+20
725760,727775,20233.68333333336,10.036549272486786,602.1929563492072,27550332084343.84,1.964947846842282e+20
727776,729791,19366.566666666633,9.60643187830686,576.3859126984116,27452707696466.39,2.0456516917800718e+20
729792,731807,20423.383333333342,10.130646494709,607.83878968254,28587155782195.14,2.0199582727241056e+20
731808,733823,19100.86666666665,9.474636243386236,568.4781746031741,28225928151211.1,2.1325258158472233e+20
733824,735839,19236.51666666667,9.54192294973545,572.515376984127,29794407589312.08,2.2351540472831253e+20
735840,737855,21073.233333333326,10.452992724867721,627.1795634920633,31251101365711.12,2.1400961724960404e+20
737856,739871,19912.099999999948,9.877033730158704,592.6220238095223,29897409688833.63,2.1667840831026286e+20
739872,741887,20667.449999999993,10.251711309523806,615.1026785714283,30283293547736.68,2.11453729489154e+20
741888,743903,20453.1166666667,10.14539517195769,608.7237103174614,29570168636357.99,2.0863801602886137e+20
743904,745919,21238.916666666646,10.535176917989407,632.1106150793644,29152798808271.88,1.9808292169349942e+20
745920,747935,19824.06666666669,9.833366402116415,590.0019841269849,27692567959233.59,2.0159029448546196e+20
747936,749951,20059.149999999987,9.949975198412693,596.9985119047616,28174668481289.41,2.0269611613719475e+20
749952,751967,18470.399999999983,9.161904761904754,549.7142857142852,28351606743493.77,2.215136606721706e+20
751968,753983,19489.549999999945,9.667435515872988,580.0461309523793,30977051760460.06,2.2937041924446172e+20
753984,755999,20600.48333333332,10.21849371693121,613.1096230158726,32045359565303.14,2.2448476773944653e+20
756000,758015,17761.083333333336,8.810061177248679,528.6036706349207,31360548173144.85,2.548081601978032e+20
758016,760031,19497.633333333306,9.671445105820093,580.2867063492056,35610794164371.65,2.6357177348212962e+20
760032,762047,20203.750000000007,10.021701388888893,601.3020833333336,36835682546787.98,2.6310910314373425e+20
762048,764063,20058.20000000003,9.949503968253984,596.970238095239,36762198818467.21,2.644896371352717e+20
764064,766079,21777.483333333323,10.802323082010577,648.1393849206346,36950494067222.41,2.4485653438449107e+20
766080,768095,19524.66666666665,9.68485449735449,581.0912698412694,34244331613176.18,2.5310702807864666e+20
768096,770111,20917.033333333307,10.375512566137553,622.5307539682532,35364065900457.12,2.439839405970903e+20
770112,772127,18318.266666666634,9.086441798941783,545.1865079365069,34093570325203.84,2.6858839574892796e+20
772128,774143,19262.450000000037,9.554786706349224,573.2872023809534,37590453655497.09,2.816210939676256e+20
774144,776159,20260.966666666623,10.05008267195765,603.004960317459,39350942467772.63,2.802812946627888e+20
776160,778175,18337.016666666696,9.095742394179908,545.7445436507944,39156400059293.19,3.081578361896865e+20
778176,780191,19935.84999999997,9.88881448412697,593.3288690476181,43053844193928.45,3.1165659118663526e+20
780192,782207,18747.78333333331,9.29949570105819,557.9697420634914,43551722213590.37,3.3523900758504315e+20
782208,784223,19725.516666666677,9.784482473544978,587.0689484126987,46843400286276.55,3.427039921068374e+20
784224,786239,19855.016666666703,9.848718584656103,590.9231150793662,47887764338536.25,3.480594623294506e+20
786240,788255,20462.366666666647,10.149983465608456,608.9990079365074,48712405953118.43,3.435443863644716e+20
788256,790271,19565.46666666669,9.705092592592603,582.3055555555562,48005534313578.78,3.540790534054168e+20
790272,792287,19504.9666666667,9.67508267195769,580.5049603174614,49549703178592.68,3.6660212957040155e+20
792288,794303,19744.78333333335,9.794039351851861,587.6423611111117,51234338863442.89,3.7446212937168074e+20
794304,796319,20856.449999999997,10.345461309523808,620.7276785714284,52350439455487.47,3.6222555100170794e+20
796320,798335,18941.583333333343,9.395626653439159,563.7375992063495,50646206431058.09,3.8586001819658184e+20
798336,800214,19361.633333333324,10.304222103956,618.25332623736,53911173001054.59,3.745175563190292e+20
800215,800351,1410.1500000000003,10.293065693430659,617.5839416058395,53911173001054.586,3.7492348704284744e+20
800352,802367,20138.79999999993,9.989484126984092,599.3690476190455,52328312063443.84,3.749749671928704e+20
802368,804383,18998.749999999953,9.423983134920611,565.4389880952367,52391178981379.36,3.97953457510799e+20
804384,806399,20727.450000000033,10.28147321428573,616.8883928571438,55621444139429.57,3.872536528507231e+20
806400,808415,19114.78333333329,9.48153935185183,568.8923611111097,54150142369480.0,4.088173905102532e+20
808416,810431,20096.899999999994,9.968700396825394,598.1220238095236,57119871304635.31,4.101637616394878e+20
810432,810909,4665.966666666668,9.781900768693225,586.9140461215935,57321508229258.04,4.194719905392298e+20
